angle	chord	FSV	SSD	pressure
0	0.1016	55.5	0.00131983	133.04
0	0.1016	55.5	0.00131983	131.78
0	0.1016	55.5	0.00131983	129.5
0	0.1016	55.5	0.00131983	128.36
0	0.1016	55.5	0.00131983	127.73
0	0.1016	55.5	0.00131983	124.45
0	0.1016	55.5	0.00131983	121.93
0	0.1016	55.5	0.00131983	119.91
0	0.1016	39.6	0.00146332	125.401
0	0.1016	39.6	0.00146332	128.401
0	0.1016	39.6	0.00146332	130.781
0	0.1016	39.6	0.00146332	132.271
0	0.1016	39.6	0.00146332	133.261
0	0.1016	39.6	0.00146332	133.251
0	0.1016	39.6	0.00146332	132.611
0	0.1016	39.6	0.00146332	130.961
0	0.1016	39.6	0.00146332	127.801
0	0.1016	39.6	0.00146332	126.021
0	0.1016	39.6	0.00146332	125.631
0	0.1016	39.6	0.00146332	122.341
0	0.1016	39.6	0.00146332	119.561
0	0.1016	31.7	0.00150092	126.413
0	0.1016	31.7	0.00150092	129.053
0	0.1016	31.7	0.00150092	131.313
0	0.1016	31.7	0.00150092	133.063
0	0.1016	31.7	0.00150092	133.553
0	0.1016	31.7	0.00150092	133.153
0	0.1016	31.7	0.00150092	132.003
0	0.1016	31.7	0.00150092	129.973
0	0.1016	31.7	0.00150092	126.933
0	0.1016	31.7	0.00150092	124.393
0	0.1016	31.7	0.00150092	124.253
0	0.1016	31.7	0.00150092	120.193
0	0.1016	31.7	0.00150092	115.893
3.3	0.1016	71.3	0.00202822	131.074
3.3	0.1016	71.3	0.00202822	131.434
3.3	0.1016	71.3	0.00202822	132.304
3.3	0.1016	71.3	0.00202822	133.664
3.3	0.1016	71.3	0.00202822	134.034
3.3	0.1016	71.3	0.00202822	133.894
3.3	0.1016	71.3	0.00202822	132.114
3.3	0.1016	71.3	0.00202822	128.704
3.3	0.1016	71.3	0.00202822	127.054
3.3	0.1016	71.3	0.00202822	124.904
3.3	0.1016	71.3	0.00202822	121.234
3.3	0.1016	71.3	0.00202822	116.694
3.3	0.1016	55.5	0.002211	126.599
3.3	0.1016	55.5	0.002211	129.119
3.3	0.1016	55.5	0.002211	131.129
3.3	0.1016	55.5	0.002211	132.769
3.3	0.1016	55.5	0.002211	133.649
3.3	0.1016	55.5	0.002211	133.649
3.3	0.1016	55.5	0.002211	132.889
3.3	0.1016	55.5	0.002211	130.629
3.3	0.1016	55.5	0.002211	127.229
3.3	0.1016	55.5	0.002211	124.839
3.3	0.1016	55.5	0.002211	123.839
3.3	0.1016	55.5	0.002211	120.569
3.3	0.1016	55.5	0.002211	115.659
3.3	0.1016	39.6	0.00245138	127.251
3.3	0.1016	39.6	0.00245138	129.991
3.3	0.1016	39.6	0.00245138	131.971
3.3	0.1016	39.6	0.00245138	133.211
3.3	0.1016	39.6	0.00245138	133.071
3.3	0.1016	39.6	0.00245138	132.301
3.3	0.1016	39.6	0.00245138	130.791
3.3	0.1016	39.6	0.00245138	128.401
3.3	0.1016	39.6	0.00245138	124.881
3.3	0.1016	39.6	0.00245138	122.371
3.3	0.1016	39.6	0.00245138	120.851
3.3	0.1016	39.6	0.00245138	118.091
3.3	0.1016	39.6	0.00245138	115.321
3.3	0.1016	31.7	0.00251435	128.952
3.3	0.1016	31.7	0.00251435	131.362
3.3	0.1016	31.7	0.00251435	133.012
3.3	0.1016	31.7	0.00251435	134.022
3.3	0.1016	31.7	0.00251435	133.402
3.3	0.1016	31.7	0.00251435	131.642
3.3	0.1016	31.7	0.00251435	130.392
3.3	0.1016	31.7	0.00251435	128.252
3.3	0.1016	31.7	0.00251435	124.852
3.3	0.1016	31.7	0.00251435	122.082
3.3	0.1016	31.7	0.00251435	120.702
3.3	0.1016	31.7	0.00251435	117.432
6.7	0.1016	71.3	0.00478288	131.448
6.7	0.1016	71.3	0.00478288	134.478
6.7	0.1016	71.3	0.00478288	136.758
6.7	0.1016	71.3	0.00478288	137.658
6.7	0.1016	71.3	0.00478288	136.678
6.7	0.1016	71.3	0.00478288	134.568
6.7	0.1016	71.3	0.00478288	131.458
6.7	0.1016	71.3	0.00478288	124.458
6.7	0.1016	55.5	0.0052139	129.343
6.7	0.1016	55.5	0.0052139	133.023
6.7	0.1016	55.5	0.0052139	135.953
6.7	0.1016	55.5	0.0052139	137.233
6.7	0.1016	55.5	0.0052139	136.883
6.7	0.1016	55.5	0.0052139	133.653
6.7	0.1016	55.5	0.0052139	129.653
6.7	0.1016	55.5	0.0052139	124.273
6.7	0.1016	39.6	0.00578076	128.295
6.7	0.1016	39.6	0.00578076	130.955
6.7	0.1016	39.6	0.00578076	133.355
6.7	0.1016	39.6	0.00578076	134.625
6.7	0.1016	39.6	0.00578076	134.515
6.7	0.1016	39.6	0.00578076	132.395
6.7	0.1016	39.6	0.00578076	127.375
6.7	0.1016	39.6	0.00578076	122.235
6.7	0.1016	31.7	0.00592927	126.266
6.7	0.1016	31.7	0.00592927	128.296
6.7	0.1016	31.7	0.00592927	130.206
6.7	0.1016	31.7	0.00592927	132.116
6.7	0.1016	31.7	0.00592927	132.886
6.7	0.1016	31.7	0.00592927	131.636
6.7	0.1016	31.7	0.00592927	129.256
6.7	0.1016	31.7	0.00592927	124.346
6.7	0.1016	31.7	0.00592927	120.446
8.9	0.1016	71.3	0.0103088	133.503
8.9	0.1016	71.3	0.0103088	134.533
8.9	0.1016	71.3	0.0103088	136.583
8.9	0.1016	71.3	0.0103088	138.123
8.9	0.1016	71.3	0.0103088	138.523
8.9	0.1016	71.3	0.0103088	138.423
8.9	0.1016	71.3	0.0103088	137.813
8.9	0.1016	71.3	0.0103088	135.433
8.9	0.1016	71.3	0.0103088	132.793
8.9	0.1016	71.3	0.0103088	128.763
8.9	0.1016	71.3	0.0103088	124.233
8.9	0.1016	71.3	0.0103088	123.623
8.9	0.1016	71.3	0.0103088	123.263
8.9	0.1016	71.3	0.0103088	120.243
8.9	0.1016	71.3	0.0103088	116.723
8.9	0.1016	71.3	0.0103088	117.253
8.9	0.1016	39.6	0.0124596	133.42
8.9	0.1016	39.6	0.0124596	134.34
8.9	0.1016	39.6	0.0124596	135.38
8.9	0.1016	39.6	0.0124596	135.54
8.9	0.1016	39.6	0.0124596	133.79
8.9	0.1016	39.6	0.0124596	131.92
8.9	0.1016	39.6	0.0124596	130.94
8.9	0.1016	39.6	0.0124596	129.58
8.9	0.1016	39.6	0.0124596	127.71
8.9	0.1016	39.6	0.0124596	123.82
8.9	0.1016	39.6	0.0124596	119.04
8.9	0.1016	39.6	0.0124596	119.19
8.9	0.1016	39.6	0.0124596	119.35
8.9	0.1016	39.6	0.0124596	116.22
8.9	0.1016	39.6	0.0124596	113.08
8.9	0.1016	39.6	0.0124596	113.11
12.3	0.1016	71.3	0.0337792	130.588
12.3	0.1016	71.3	0.0337792	131.568
12.3	0.1016	71.3	0.0337792	137.068
12.3	0.1016	71.3	0.0337792	139.428
12.3	0.1016	71.3	0.0337792	140.158
12.3	0.1016	71.3	0.0337792	135.368
12.3	0.1016	71.3	0.0337792	127.318
12.3	0.1016	71.3	0.0337792	127.928
12.3	0.1016	71.3	0.0337792	126.648
12.3	0.1016	71.3	0.0337792	124.748
12.3	0.1016	71.3	0.0337792	122.218
12.3	0.1016	71.3	0.0337792	121.318
12.3	0.1016	71.3	0.0337792	120.798
12.3	0.1016	71.3	0.0337792	118.018
12.3	0.1016	71.3	0.0337792	116.108
12.3	0.1016	71.3	0.0337792	113.958
12.3	0.1016	55.5	0.0368233	132.304
12.3	0.1016	55.5	0.0368233	133.294
12.3	0.1016	55.5	0.0368233	135.674
12.3	0.1016	55.5	0.0368233	136.414
12.3	0.1016	55.5	0.0368233	133.774
12.3	0.1016	55.5	0.0368233	124.244
12.3	0.1016	55.5	0.0368233	125.114
12.3	0.1016	55.5	0.0368233	125.484
12.3	0.1016	55.5	0.0368233	124.214
12.3	0.1016	55.5	0.0368233	121.824
12.3	0.1016	55.5	0.0368233	118.564
12.3	0.1016	55.5	0.0368233	117.054
12.3	0.1016	55.5	0.0368233	116.914
12.3	0.1016	55.5	0.0368233	114.404
12.3	0.1016	55.5	0.0368233	112.014
12.3	0.1016	55.5	0.0368233	110.124
12.3	0.1016	39.6	0.0408268	128.545
12.3	0.1016	39.6	0.0408268	129.675
12.3	0.1016	39.6	0.0408268	129.415
12.3	0.1016	39.6	0.0408268	128.265
12.3	0.1016	39.6	0.0408268	122.205
12.3	0.1016	39.6	0.0408268	121.315
12.3	0.1016	39.6	0.0408268	122.315
12.3	0.1016	39.6	0.0408268	122.435
12.3	0.1016	39.6	0.0408268	121.165
12.3	0.1016	39.6	0.0408268	117.875
12.3	0.1016	39.6	0.0408268	114.085
12.3	0.1016	39.6	0.0408268	113.315
12.3	0.1016	39.6	0.0408268	113.055
12.3	0.1016	39.6	0.0408268	110.905
12.3	0.1016	39.6	0.0408268	108.625
12.3	0.1016	39.6	0.0408268	107.985
12.3	0.1016	31.7	0.0418756	124.987
12.3	0.1016	31.7	0.0418756	125.857
12.3	0.1016	31.7	0.0418756	124.717
12.3	0.1016	31.7	0.0418756	123.207
12.3	0.1016	31.7	0.0418756	118.667
12.3	0.1016	31.7	0.0418756	119.287
12.3	0.1016	31.7	0.0418756	120.037
12.3	0.1016	31.7	0.0418756	119.777
12.3	0.1016	31.7	0.0418756	118.767
12.3	0.1016	31.7	0.0418756	114.477
12.3	0.1016	31.7	0.0418756	110.447
12.3	0.1016	31.7	0.0418756	110.317
12.3	0.1016	31.7	0.0418756	110.307
12.3	0.1016	31.7	0.0418756	108.407
12.3	0.1016	31.7	0.0418756	107.147
12.3	0.1016	31.7	0.0418756	107.267
15.6	0.1016	71.3	0.0437259	130.898
15.6	0.1016	71.3	0.0437259	132.158
15.6	0.1016	71.3	0.0437259	133.808
15.6	0.1016	71.3	0.0437259	134.058
15.6	0.1016	71.3	0.0437259	130.638
15.6	0.1016	71.3	0.0437259	122.288
15.6	0.1016	71.3	0.0437259	124.188
15.6	0.1016	71.3	0.0437259	124.438
15.6	0.1016	71.3	0.0437259	123.178
15.6	0.1016	71.3	0.0437259	121.528
15.6	0.1016	71.3	0.0437259	119.888
15.6	0.1016	71.3	0.0437259	118.998
15.6	0.1016	71.3	0.0437259	116.468
15.6	0.1016	71.3	0.0437259	113.298
15.6	0.1016	39.6	0.0528487	123.514
15.6	0.1016	39.6	0.0528487	124.644
15.6	0.1016	39.6	0.0528487	122.754
15.6	0.1016	39.6	0.0528487	120.484
15.6	0.1016	39.6	0.0528487	115.304
15.6	0.1016	39.6	0.0528487	118.084
15.6	0.1016	39.6	0.0528487	118.964
15.6	0.1016	39.6	0.0528487	119.224
15.6	0.1016	39.6	0.0528487	118.214
15.6	0.1016	39.6	0.0528487	114.554
15.6	0.1016	39.6	0.0528487	110.894
15.6	0.1016	39.6	0.0528487	110.264
15.6	0.1016	39.6	0.0528487	109.254
15.6	0.1016	39.6	0.0528487	106.604
15.6	0.1016	39.6	0.0528487	106.224
15.6	0.1016	39.6	0.0528487	104.204
